declaration,3
of,80
independence,1
adopted,1
in,21
congress,2
4,1
july,1
1776,1
the,78
unanimous,1
thirteen,1
united,3
states,8
america,2
when,3
course,1
human,1
events,1
it,6
becomes,2
necessary,2
for,29
one,1
people,10
to,65
dissolve,1
political,2
bands,1
which,10
have,11
connected,1
them,15
with,9
another,1
and,57
assume,1
among,5
powers,5
earth,1
separate,1
equal,2
station,1
laws,9
nature,1
natures,1
god,1
entitle,1
a,15
decent,1
respect,1
opinions,1
mankind,3
requires,1
that,13
they,7
should,4
declare,2
causes,2
impel,1
separation,2
we,11
hold,3
these,13
truths,1
be,9
selfevident,1
all,10
men,2
are,9
created,1
endowed,1
by,13
their,20
creator,1
certain,1
unalienable,1
rights,3
life,1
liberty,1
pursuit,1
happiness,2
secure,1
governments,3
instituted,1
deriving,1
just,1
from,6
consent,3
governed,1
whenever,1
any,2
form,2
government,6
destructive,1
ends,1
is,10
right,7
alter,2
or,2
abolish,1
institute,1
new,4
laying,1
its,3
foundation,1
on,8
such,6
principles,1
organizing,1
as,4
shall,1
seem,1
most,5
likely,1
effect,1
safety,1
prudence,1
indeed,1
will,2
dictate,1
long,3
established,1
not,1
changed,1
light,1
transient,1
accordingly,1
experience,1
hath,1
shown,1
more,1
disposed,1
suffer,1
while,1
evils,1
sufferable,1
than,1
themselves,3
abolishing,3
forms,2
accustomed,1
but,1
train,1
abuses,1
usurpations,3
pursuing,1
invariably,1
same,2
object,2
evinces,1
design,1
reduce,1
under,1
absolute,3
despotism,1
duty,1
throw,1
off,2
provide,1
guards,1
future,1
security,1
has,20
been,4
patient,1
sufferance,1
colonies,4
now,1
necessity,2
constrains,1
former,1
systems,1
history,2
present,1
king,1
great,2
britain,2
repeated,3
injuries,1
having,1
direct,1
establishment,1
an,4
tyranny,2
over,2
prove,1
this,3
let,1
facts,1
submitted,1
candid,1
world,3
he,19
refused,3
his,9
assent,4
wholesome,1
public,2
good,2
forbidden,1
governors,1
pass,3
immediate,1
pressing,1
importance,1
unless,2
suspended,2
operation,1
till,1
obtained,1
so,2
utterly,1
neglected,1
attend,1
other,3
accommodation,1
large,4
districts,1
those,1
would,2
relinquish,1
representation,1
legislature,3
inestimable,1
formidable,1
tyrants,1
only,2
called,1
together,1
legislative,2
bodies,2
at,4
places,1
unusual,1
uncomfortable,1
distant,1
depository,1
records,1
sole,1
purpose,2
fatiguing,1
into,1
compliance,1
measures,1
dissolved,2
representative,1
